site,timestamp,util,dmo,resp
local,113,0.435608621503,0.144796677986,2.35591167369
local,114,0.219952389692,0.0899653202434,3.20974194082
local,115,0.123500420187,0.133263747619,7.18048020558
local,116,0.593669734456,0.103781007849,5.04109006704
local,117,0.517609925183,0.254969639366,3.24232301652
local,118,0.721278586049,0.175664802701,1.19029353127
local,119,0.253591006732,0.150706405776,2.94539050774
local,120,0.0151570080531,0.113997843621,7.82714719508
local,121,0.457301990699,0.226904526275,1.62573005095
local,122,0.397618052788,0.00932579061668,3.99282797296
local,123,0.35416379342,0.0413549332069,1.76013404331
local,124,0.405845818907,0.0251638084219,4.24424246691
local,125,0.429757926987,0.0813262616106,4.97541437368
local,126,0.495361972406,0.225761649712,0.835137547685
local,127,0.296516781041,0.165296671497,0.31516019275
local,128,0.784815966087,0.114832220434,2.33742326999
local,129,0.236097314044,0.136800177576,7.07496047705
local,130,0.359622074728,0.236050330584,2.32744936926
local,131,0.613650826328,0.18050666498,4.25815137616
local,132,0.529487574099,0.122966227086,1.21090836685
local,133,0.394949311865,0.106614301824,10.0398902422
local,134,0.72485246568,0.156627333182,3.24147645075
local,135,0.15765454639,0.270745961407,0.508461930577
local,136,0.397526221197,0.117883908774,4.92498137469
local,137,0.376251331526,0.100291244562,1.78082933056
local,138,0.245260378831,0.06469826286,1.64307190525
local,139,0.507174315266,0.142387326001,5.04341154102
remote,0,0.604668321704,0.800216270719,5.59592750122
remote,1,0.691872464653,0.259833946419,6.68417837135
remote,2,0.496050083814,0.587745971486,6.86950337757
remote,3,0.709142921297,0.446884329515,6.93999321034
remote,4,0.942653705974,0.587288050215,7.65714790739
remote,5,0.549176137889,0.697062992688,6.7070907051
remote,6,0.533878970539,0.518885540281,6.02345971538
remote,7,0.737637557228,0.588410418347,5.21990122029
remote,8,0.673602526504,0.283795936105,4.84353954713
remote,9,0.528278057489,0.529489586733,9.58565618207
remote,10,0.638370115811,0.256172105824,4.75536906764
remote,11,0.876438844752,0.749944294863,3.76757212858
remote,12,0.827378790413,0.258343286024,5.13079702392
remote,13,0.677344734683,0.380803971365,4.13190335462
remote,14,0.510821826763,0.439887713554,3.17733906624
remote,15,0.74291766525,0.306229296508,3.51999992368
remote,16,1.07479991684,0.318894881579,2.47374583247
remote,17,0.760109511495,0.147720465893,5.74073025354
remote,18,0.320205923081,0.466980917998,7.90409021844
remote,19,0.971489407173,0.662159509187,6.0368002679
remote,20,0.665689396197,0.720837324933,6.99584871771
remote,21,0.736220201131,0.361845951082,7.46050340146
remote,22,0.69043179924,0.746880567454,7.42149992809
remote,23,0.62990071602,0.554814033514,6.86962946843
remote,24,0.359060174685,0.438189651743,0.37463301548
remote,25,0.723872997146,0.705171916967,7.18152440332
remote,26,0.621495206693,0.583127862071,6.65765154006
remote,27,0.710130550459,0.588121286573,9.16369046194
remote,28,0.701371283079,0.37345252799,7.83350580091
remote,29,0.521183819249,0.567912766111,6.8120164924
remote,30,0.843797826085,0.406006415564,2.50845918138
remote,31,0.777879147019,0.166454686578,4.76228628582
remote,32,0.755783255545,0.664859274469,5.54679075391
remote,33,0.386964389221,0.0754628389705,3.75192701447
remote,34,0.672446723133,0.318867963107,5.52035559997
remote,35,0.745975640888,0.30105331988,3.2859044331
remote,36,0.661867631739,0.561488877248,6.90671871576
remote,37,0.599176916076,0.47182496788,7.79083164882
remote,38,0.2668352614,0.545298554613,4.48290468175
remote,39,0.903443545573,0.344871396798,4.17689469559
remote,40,0.553776198268,0.486332606313,3.63557889029
remote,41,1.21437495136,1.08069116499,7.19750075889
remote,42,0.631744381638,0.510254288258,4.25876918859
remote,43,0.588188668333,0.643273198502,4.65136605072
remote,44,0.589895154518,0.50053497659,6.77728249918
remote,45,0.713531770312,0.657955382272,9.61149336926
remote,46,1.08856399824,0.279503544271,2.72186276708
remote,47,0.922622682358,0.479449534301,2.33190858704
remote,48,0.692018073191,0.483064538008,7.56821500453
remote,49,0.663314378528,0.582790149203,2.37593867283
remote,50,0.845752361879,0.403383986132,7.05640653304
remote,51,0.690311768541,0.613934105281,2.61161976275
remote,52,0.843153118115,0.249102986641,8.28639042163
remote,53,0.770551588008,0.592453890279,6.84263011452
remote,54,0.780495743968,0.526000744835,5.68692745525
remote,55,1.06197468,0.170885305339,7.06950145108
remote,56,0.705174893321,0.145155659508,5.73522287703
remote,57,0.729682791578,0.506036752196,4.20639121834
remote,58,0.79605665281,0.679153512619,6.10852447217
remote,59,0.641770240787,0.152417368596,7.3866579455
remote,60,0.684108259326,0.603147803366,5.37329023017
remote,61,0.536417881955,0.174613379204,2.57484777971
remote,62,0.60798927588,0.359189277042,2.4023730427
remote,63,0.741896507185,0.296920560733,7.24071140074
remote,64,0.498303780563,0.417226812526,5.71267415944
remote,65,0.442685326012,0.546075527518,5.71697524651
remote,66,0.813232065626,0.408966182291,4.53752520618
remote,67,0.584764848566,0.728354420123,2.23412507632
remote,68,1.12061307323,0.277222737441,0.440546700577
remote,69,0.579989723056,0.656909566835,6.28744633983
remote,70,0.748371911665,0.541647809228,7.52048684062
remote,71,0.547322343696,0.697991570438,7.25800500761
remote,72,0.961209301977,0.40338151221,3.27005130196
remote,73,0.700882815534,0.343886439178,5.62625369116
remote,74,0.809073443387,0.667198503833,6.79782564026
remote,75,0.864237913583,0.618276321727,6.74132713462
remote,76,0.78891958603,0.526655972785,4.80986198394
remote,77,0.939010485084,0.25020034804,9.22118617261
remote,78,0.804901850524,0.426406783713,8.58156685162
remote,79,0.809891511457,0.701534502104,5.31631191163
remote,80,0.380651692433,0.449619528693,8.52287302399
remote,81,1.25348642612,0.442796171848,6.63770618866
remote,82,0.942907015578,0.469452828918,5.15768624571
remote,83,0.537985676231,0.17627016868,2.69501127079
remote,84,0.697767237759,0.490557869648,5.83901538008
remote,85,1.00860338287,0.439540772033,2.69157706459
remote,86,0.749164795992,0.415667029684,0.786493804976
remote,87,1.0476827338,0.425227006391,5.08251480296
remote,88,1.11128330405,0.716953349625,5.21001346771
remote,89,0.696368881264,0.968011511356,7.38689148123
remote,90,0.819160015146,0.63997274711,5.91281068787
remote,91,0.902431200819,0.616202213025,5.22651545922
remote,92,0.840805456211,0.6307726366,6.57832989822
remote,93,0.595205692538,0.331131590883,7.15651156902
remote,94,0.798477122271,0.546472309756,4.31983507522
remote,95,0.706376804092,0.34856112084,7.00721089777
remote,96,0.617789013439,0.182324819971,3.26807566707
remote,97,0.822453410545,0.375672848085,3.71616642169
remote,98,0.570015370848,0.490893074098,2.06014387362
remote,99,0.910069630657,0.574439487485,9.30539545568
remote,100,0.574813128798,0.509928972899,8.35563279229
remote,101,1.0033112239,0.693736417966,6.64976633058
remote,102,0.605268506359,0.586694536533,8.70711843688
remote,103,0.75081135069,0.559931575543,6.23104313142
remote,104,1.07861113762,0.623078633601,6.4015247138
remote,105,0.630132490421,0.442286405144,5.96255399037
remote,106,0.82266463231,0.0582281699308,9.36474146759
remote,107,0.716238851418,0.565138638461,7.10380449626
remote,108,0.508975424424,0.46544518874,4.46350243779
remote,109,0.54866697908,0.0281188748366,3.9166859287
remote,110,0.797817262381,0.688651204838,9.59591651122
remote,111,0.702654882007,0.215583843064,6.95752218136
remote,112,0.779499909265,0.411829680113,8.78489343483
remote,113,0.610171909462,0.428251022335,1.31459999489
remote,114,0.502175019997,0.552082730695,5.54026239595
remote,115,0.993509729119,0.318838269388,8.04267807684
remote,116,0.699112752439,1.14517065308,5.05284878408
remote,117,1.13545384471,0.714353463228,4.72640541415
remote,118,0.908955244205,0.0145171647543,5.61575814406
remote,119,0.709654907734,0.231614299497,7.37644817988
remote,120,0.613960187955,0.82120734699,5.40392184286
remote,121,0.905813801643,0.288953868304,4.44728786116
remote,122,0.391560887515,0.0131825318548,4.32080407247
remote,123,0.517817219268,0.624478534015,9.54873665276
remote,124,0.627076869904,0.723340978995,4.80142653961
remote,125,0.734582754028,0.688082704138,6.23174257296
remote,126,0.695850532549,0.351862405566,8.70537768807
remote,127,0.617594604397,0.242772667664,6.67272919922
remote,128,0.613272876149,0.521133971388,9.3499331148
remote,129,0.635936390409,0.010014487852,8.35432811468
remote,130,0.564171762164,0.592236541772,5.41538869625
remote,131,0.750051716573,0.349604046169,5.33243644689
remote,132,0.7518133674,0.484055690643,4.55716099255
remote,133,0.315306905725,0.405201688295,1.94228126225
remote,134,1.08370573742,0.374970374207,5.51716967818
remote,135,1.07531590754,0.635725557362,6.28826171744
remote,136,0.764857047588,0.210212560703,3.19789190796
remote,137,0.856564852008,0.362133671333,2.10731862141
remote,138,0.740238744774,0.619174419136,9.67873340921
remote,139,0.724986410896,0.667968666353,8.31444591183
